code,error_reason
sh.600768,ma10 低于 ma20
sz.300948,ma10 低于 ma20
sz.002841,ma10 低于 ma20
sz.300377,close_price 低于 ma10
sh.600497,close_price 低于 ma10
sz.301099,ma10 低于 ma20
sh.600062,ma10 低于 ma20
sh.603577,close_price 低于 ma10
sh.600543,close_price 低于 ma10
sz.001379,close_price 低于 ma10
sh.605005,close_price 低于 ma10
sh.600373,close_price 低于 ma10
sz.002820,ma10 低于 ma20
sz.301106,ma10 低于 ma20
sz.301009,close_price 低于 ma10
sz.000818,ma10 低于 ma20
sz.300140,close_price 低于 ma10
sh.603350,ma10 低于 ma20
sz.000619,close_price 低于 ma10
sh.600138,ma10 低于 ma20
sh.600996,ma10 低于 ma20
sz.301386,close_price 低于 ma10
sz.002286,ma10 低于 ma20
sh.603070,close_price 低于 ma10
sh.688293,ma10 低于 ma20
sz.300235,close_price 低于 ma10
sz.000901,close_price 低于 ma10
sh.603755,close_price 低于 ma10
sz.002299,close_price 低于 ma10
sh.600826,close_price 低于 ma10
sz.300872,ma10 低于 ma20
sz.002897,close_price 低于 ma10
sz.300784,ma10 低于 ma20
sh.688051,close_price 低于 ma10
sz.301187,close_price 低于 ma10
sz.003028,close_price 低于 ma10
sh.600621,close_price 低于 ma10
sz.300011,close_price 低于 ma10
sh.600104,ma10 低于 ma20
sh.600533,ma10 低于 ma20
sz.002315,close_price 低于 ma10
sh.600884,ma10 低于 ma20
sz.301393,ma10 低于 ma20
sz.000661,ma10 低于 ma20
sh.603338,close_price 低于 ma10
sz.002007,ma10 低于 ma20
sh.603270,close_price 低于 ma10
sh.600688,close_price 低于 ma10
sz.301078,close_price 低于 ma10
sz.002878,ma10 低于 ma20
sz.300233,ma10 低于 ma20
sz.301428,ma10 低于 ma20
sz.000736,close_price 低于 ma10
sz.000027,close_price 低于 ma10
sh.600482,close_price 低于 ma10
sh.600232,ma10 低于 ma20
sh.688021,close_price 低于 ma10
sz.000711,turnover_amount 低于阈值 20000000
sz.300187,close_price 低于 ma10
sh.688605,close_price 低于 ma10
sh.688139,ma10 低于 ma20
sz.002481,ma10 低于 ma20
sh.688819,ma10 低于 ma20
sz.000685,close_price 低于 ma10
sz.300736,ma10 低于 ma20
sh.600517,close_price 低于 ma10
sz.301360,close_price 低于 ma10
sz.002051,close_price 低于 ma10
sz.300905,close_price 低于 ma10
sh.688157,close_price 低于 ma10
sz.002630,close_price 低于 ma10
sh.600872,ma10 低于 ma20
sz.300662,ma10 低于 ma20
sh.603698,close_price 低于 ma10
sz.002465,close_price 低于 ma10
sh.688550,close_price 低于 ma10
sh.600235,close_price 低于 ma10
sz.301355,ma10 低于 ma20
sh.688281,close_price 低于 ma10
sh.605266,ma10 低于 ma20
sh.688073,ma10 低于 ma20
sh.605122,ma10 低于 ma20
sz.000554,close_price 低于 ma10
sh.600548,ma10 低于 ma20
sh.601588,ma10 低于 ma20
sh.603330,close_price 低于 ma10
sz.002430,close_price 低于 ma10
sz.301149,close_price 低于 ma10
sh.603019,ma10 低于 ma20
sz.002306,close_price 低于 ma10
sz.002486,ma10 低于 ma20
sh.600221,ma10 低于 ma20
sh.688107,close_price 低于 ma10
sz.301310,close_price 低于 ma10
sz.000868,close_price 低于 ma10
sz.300625,ma10 低于 ma20
sz.300862,ma10 低于 ma20
sh.603958,ma10 低于 ma20
sz.002598,ma10 低于 ma20
sh.600857,close_price 低于 ma10
sh.603607,ma10 低于 ma20
sh.688772,ma10 低于 ma20
sz.002148,close_price 低于 ma10
sz.301618,ma10 低于 ma20
sh.688128,close_price 低于 ma10
sz.002067,close_price 低于 ma10
sz.002957,close_price 低于 ma10
sz.301366,close_price 低于 ma10
sh.603053,close_price 低于 ma10
sh.605162,close_price 低于 ma10
sh.688011,close_price 低于 ma10
sz.301371,ma10 低于 ma20
sh.600572,ma10 低于 ma20
sz.002207,close_price 低于 ma10
sz.300886,ma10 低于 ma20
sz.001296,close_price 低于 ma10
sh.600352,close_price 低于 ma10
sh.600109,ma10 低于 ma20
sz.301059,close_price 低于 ma10
sz.300865,close_price 低于 ma10
sh.600955,close_price 低于 ma10
sz.002867,ma10 低于 ma20
sz.300413,close_price 低于 ma10
sz.001336,ma10 低于 ma20
sz.000753,close_price 低于 ma10
sz.300366,ma10 低于 ma20
sz.000563,ma10 低于 ma20
sz.000532,close_price 低于 ma10
sh.600877,close_price 低于 ma10
sz.300741,ma10 低于 ma20
sh.600638,close_price 低于 ma10
sh.600118,close_price 低于 ma10
sz.003015,close_price 低于 ma10
sz.301208,ma10 低于 ma20
sh.603375,ma10 低于 ma20
sz.300642,ma10 低于 ma20
sz.300971,close_price 低于 ma10
sz.000681,close_price 低于 ma10
sz.000759,close_price 低于 ma10
sz.300347,close_price 低于 ma10
sz.300485,ma10 低于 ma20
sh.600787,ma10 低于 ma20
sh.601718,close_price 低于 ma10
sz.300195,close_price 低于 ma10
sh.603706,close_price 低于 ma10
sz.002073,ma10 低于 ma20
sh.600928,ma10 低于 ma20
sh.600272,ma10 低于 ma20
sz.002329,ma10 低于 ma20
sz.000526,ma10 低于 ma20
sh.600372,close_price 低于 ma10
sz.301515,close_price 低于 ma10
sz.301138,close_price 低于 ma10
sz.301587,ma10 低于 ma20
sh.688652,ma10 低于 ma20
sh.603125,ma10 低于 ma20
sz.300223,ma10 低于 ma20
sh.600887,ma10 低于 ma20
sh.601860,ma10 低于 ma20
sh.688799,ma10 低于 ma20
sh.603299,close_price 低于 ma10
sh.603611,close_price 低于 ma10
sz.002138,close_price 低于 ma10
sh.688136,ma10 低于 ma20
sz.300009,ma10 低于 ma20
sh.600805,ma10 低于 ma20
sz.300555,close_price 低于 ma10
sz.300002,close_price 低于 ma10
sz.000012,close_price 低于 ma10
sz.301069,close_price 低于 ma10
sh.688180,ma10 低于 ma20
sz.300916,close_price 低于 ma10
sh.603789,ma10 低于 ma20
sz.002659,close_price 低于 ma10
sz.300360,close_price 低于 ma10
sz.300333,ma10 低于 ma20
sz.300263,close_price 低于 ma10
sh.688507,close_price 低于 ma10
sh.600618,close_price 低于 ma10
sz.002644,ma10 低于 ma20
sz.300987,ma10 低于 ma20
sz.300738,close_price 低于 ma10
sz.301065,ma10 低于 ma20
sh.688212,close_price 低于 ma10
sh.605055,close_price 低于 ma10
sz.000078,ma10 低于 ma20
sz.002799,close_price 低于 ma10
sz.000878,close_price 低于 ma10
sz.300665,ma10 低于 ma20
sh.600358,close_price 低于 ma10
sz.002375,ma10 低于 ma20
sz.002179,close_price 低于 ma10
sz.000729,close_price 低于 ma10
sh.601990,ma10 低于 ma20
sz.301565,close_price 低于 ma10
sz.003008,ma10 低于 ma20
sz.000863,close_price 低于 ma10
sh.600182,ma10 低于 ma20
sh.600718,close_price 低于 ma10
sz.300747,close_price 低于 ma10
sz.300710,close_price 低于 ma10
sz.002110,close_price 低于 ma10
sz.000002,close_price 低于 ma10
sh.688165,ma10 低于 ma20
sz.000030,close_price 低于 ma10
sh.688222,close_price 低于 ma10
sz.002216,close_price 低于 ma10
sz.002314,ma10 低于 ma20
sz.000950,close_price 低于 ma10
sh.688538,close_price 低于 ma10
sz.002933,close_price 低于 ma10
sh.603983,close_price 低于 ma10
sh.601966,ma10 低于 ma20
sz.300230,ma10 低于 ma20
sz.001358,close_price 低于 ma10
sh.600784,close_price 低于 ma10
sz.300022,ma10 低于 ma20
sz.000877,close_price 低于 ma10
sz.002412,ma10 低于 ma20
sh.600650,ma10 低于 ma20
sz.301130,ma10 低于 ma20
sz.002661,ma10 低于 ma20
sz.300887,ma10 低于 ma20
sz.301601,ma10 低于 ma20
sz.001373,close_price 低于 ma10
sz.002697,ma10 低于 ma20
sz.301322,close_price 低于 ma10
sh.603030,close_price 低于 ma10
sz.300834,ma10 低于 ma20
sh.600376,ma10 低于 ma20
sz.002075,close_price 低于 ma10
sz.300840,close_price 低于 ma10
sh.601788,close_price 低于 ma10
sz.002835,ma10 低于 ma20
sh.603193,ma10 低于 ma20
sh.688520,ma10 低于 ma20
sz.301213,close_price 低于 ma10
sz.002127,ma10 低于 ma20
sz.301520,close_price 低于 ma10
sh.600488,ma10 低于 ma20
sh.688526,ma10 低于 ma20
sh.688012,close_price 低于 ma10
sz.301359,ma10 低于 ma20
sz.300376,close_price 低于 ma10
sh.600320,close_price 低于 ma10
sh.600382,close_price 低于 ma10
sh.600196,close_price 低于 ma10
sh.603959,close_price 低于 ma10
sz.301331,ma10 低于 ma20
sh.603589,ma10 低于 ma20
sh.603488,close_price 低于 ma10
sz.001210,ma10 低于 ma20
sh.600903,close_price 低于 ma10
sh.600976,ma10 低于 ma20
sh.688117,close_price 低于 ma10
sz.000800,ma10 低于 ma20
sh.688285,close_price 低于 ma10
sh.688369,ma10 低于 ma20
sh.600812,close_price 低于 ma10
sh.688132,close_price 低于 ma10
sz.300402,close_price 低于 ma10
sh.688651,ma10 低于 ma20
sh.603307,ma10 低于 ma20
sz.300091,close_price 低于 ma10
sz.002587,ma10 低于 ma20
sz.300666,close_price 低于 ma10
sz.300249,close_price 低于 ma10
sz.001255,ma10 低于 ma20
sz.002194,ma10 低于 ma20
sz.000709,close_price 低于 ma10
sh.603956,close_price 低于 ma10
sz.301004,close_price 低于 ma10
sz.002908,ma10 低于 ma20
sz.300266,close_price 低于 ma10
sz.002327,ma10 低于 ma20
sh.603871,close_price 低于 ma10
sz.300575,close_price 低于 ma10
sz.300859,close_price 低于 ma10
sh.688499,ma10 低于 ma20
sh.688418,close_price 低于 ma10
sz.300404,ma10 低于 ma20
sz.002743,ma10 低于 ma20
sz.002370,close_price 低于 ma10
sh.688595,ma10 低于 ma20
sh.688399,ma10 低于 ma20
sz.002862,ma10 低于 ma20
sh.600198,close_price 低于 ma10
sh.603206,ma10 低于 ma20
sh.600676,close_price 低于 ma10
sh.688381,ma10 低于 ma20
sz.300845,close_price 低于 ma10
sz.002583,close_price 低于 ma10
sz.301168,close_price 低于 ma10
sz.001322,close_price 低于 ma10
sh.603707,ma10 低于 ma20
sz.300318,ma10 低于 ma20
sz.002408,close_price 低于 ma10
sz.002492,close_price 低于 ma10
sh.688137,ma10 低于 ma20
sz.000401,close_price 低于 ma10
sh.603860,ma10 低于 ma20
sh.600855,close_price 低于 ma10
sz.000096,close_price 低于 ma10
sz.002180,close_price 低于 ma10
sh.688562,close_price 低于 ma10
sh.600315,ma10 低于 ma20
sz.002760,close_price 低于 ma10
sz.301363,close_price 低于 ma10
sh.600636,ma10 低于 ma20
sz.300025,ma10 低于 ma20
sh.600170,ma10 低于 ma20
sz.300466,close_price 低于 ma10
sh.603658,close_price 低于 ma10
sz.301269,close_price 低于 ma10
sh.600348,close_price 低于 ma10
sz.002429,ma10 低于 ma20
sz.300994,close_price 低于 ma10
sz.301578,ma10 低于 ma20
sz.300797,close_price 低于 ma10
sz.300951,ma10 低于 ma20
sz.002129,close_price 低于 ma10
sz.002296,close_price 低于 ma10
sh.600276,ma10 低于 ma20
sz.301167,ma10 低于 ma20
sh.600271,close_price 低于 ma10
sh.688287,close_price 低于 ma10
sz.300699,close_price 低于 ma10
sz.000513,ma10 低于 ma20
sh.600038,close_price 低于 ma10
sh.688360,ma10 低于 ma20
sh.600226,close_price 低于 ma10
sh.605368,close_price 低于 ma10
sh.600239,ma10 低于 ma20
sz.300937,ma10 低于 ma20
sh.600493,close_price 低于 ma10
sz.000822,close_price 低于 ma10
sh.605168,close_price 低于 ma10
sh.600332,ma10 低于 ma20
sh.603626,ma10 低于 ma20
sh.603798,close_price 低于 ma10
sh.688187,close_price 低于 ma10
sh.688511,ma10 低于 ma20
sz.000546,close_price 低于 ma10
sh.688767,ma10 低于 ma20
sh.600763,close_price 低于 ma10
sh.603315,close_price 低于 ma10
sz.300056,close_price 低于 ma10
sh.600864,ma10 低于 ma20
sz.002524,ma10 低于 ma20
sh.605066,close_price 低于 ma10
sz.300838,ma10 低于 ma20
sz.002228,close_price 低于 ma10
sh.603345,close_price 低于 ma10
sz.301372,close_price 低于 ma10
sz.000501,close_price 低于 ma10
sz.300399,close_price 低于 ma10
sz.002396,close_price 低于 ma10
sh.688252,ma10 低于 ma20
sz.300326,ma10 低于 ma20
sz.002614,ma10 低于 ma20
sh.600984,close_price 低于 ma10
sz.300826,ma10 低于 ma20
sz.002072,ma10 低于 ma20
sz.301509,ma10 低于 ma20
sz.002909,close_price 低于 ma10
sh.600185,close_price 低于 ma10
sz.300448,close_price 低于 ma10
sh.603708,close_price 低于 ma10
sh.603328,ma10 低于 ma20
sz.000700,close_price 低于 ma10
sz.002696,ma10 低于 ma20
sh.600252,ma10 低于 ma20
sz.300679,close_price 低于 ma10
sh.603360,close_price 低于 ma10
sz.001366,ma10 低于 ma20
sz.000826,close_price 低于 ma10
sz.300968,ma10 低于 ma20
sh.600735,turnover_amount 低于阈值 20000000
sz.300778,close_price 低于 ma10
sz.300112,ma10 低于 ma20
sh.600231,close_price 低于 ma10
sh.600815,close_price 低于 ma10
sz.301631,close_price 低于 ma10
sz.002395,ma10 低于 ma20
sz.300166,close_price 低于 ma10
sz.301043,ma10 低于 ma20
sh.603281,ma10 低于 ma20
sz.002946,close_price 低于 ma10
sh.600383,close_price 低于 ma10
sz.300798,ma10 低于 ma20
sz.300621,ma10 低于 ma20
sz.301381,ma10 低于 ma20
sh.601995,close_price 低于 ma10
sh.688203,close_price 低于 ma10
sh.688159,close_price 低于 ma10
sz.000936,ma10 低于 ma20
sh.600819,close_price 低于 ma10
sh.600419,ma10 低于 ma20
sz.001234,close_price 低于 ma10
sh.688173,ma10 低于 ma20
sz.300695,close_price 低于 ma10
sh.603238,ma10 低于 ma20
sh.688146,close_price 低于 ma10
sh.688246,close_price 低于 ma10
sz.000717,close_price 低于 ma10
sz.002935,close_price 低于 ma10
sz.002941,close_price 低于 ma10
sh.688609,ma10 低于 ma20
sz.002572,ma10 低于 ma20
sh.688310,close_price 低于 ma10
sz.002773,ma10 低于 ma20
sh.601618,close_price 低于 ma10
sh.601996,ma10 低于 ma20
sz.300426,ma10 低于 ma20
sz.000099,close_price 低于 ma10
sh.688238,close_price 低于 ma10
sz.002491,close_price 低于 ma10
sh.600444,close_price 低于 ma10
sh.688581,ma10 低于 ma20
sz.002252,close_price 低于 ma10
sz.300856,ma10 低于 ma20
sh.603237,ma10 低于 ma20
sz.002193,close_price 低于 ma10
sz.300291,ma10 低于 ma20
sh.688508,ma10 低于 ma20
sh.688259,ma10 低于 ma20
sh.603986,ma10 低于 ma20
sh.688711,close_price 低于 ma10
sz.002762,ma10 低于 ma20
sh.600567,close_price 低于 ma10
sz.300515,close_price 低于 ma10
sh.601888,close_price 低于 ma10
sz.300098,close_price 低于 ma10
sh.600684,ma10 低于 ma20
sz.300110,ma10 低于 ma20
sz.000848,close_price 低于 ma10
sh.600816,close_price 低于 ma10
sz.000920,close_price 低于 ma10
sh.605089,close_price 低于 ma10
sh.601965,close_price 低于 ma10
sz.300094,ma10 低于 ma20
sz.300329,close_price 低于 ma10
sh.603687,close_price 低于 ma10
sz.002443,close_price 低于 ma10
sh.600187,ma10 低于 ma20
sz.301367,close_price 低于 ma10
sz.300383,close_price 低于 ma10
sz.300897,ma10 低于 ma20
sz.002520,close_price 低于 ma10
sh.600159,ma10 低于 ma20
sz.000062,ma10 低于 ma20
sz.002328,ma10 低于 ma20
sh.600796,close_price 低于 ma10
sh.600808,close_price 低于 ma10
sz.300890,ma10 低于 ma20
sh.688184,close_price 低于 ma10
sh.600927,close_price 低于 ma10
sh.601098,ma10 低于 ma20
sh.601608,close_price 低于 ma10
sh.601375,close_price 低于 ma10
sz.000716,close_price 低于 ma10
sz.000159,close_price 低于 ma10
sz.002254,ma10 低于 ma20
sh.688166,ma10 低于 ma20
sz.301566,close_price 低于 ma10
sz.300676,close_price 低于 ma10
sh.603060,ma10 低于 ma20
sz.301038,ma10 低于 ma20
sz.000035,close_price 低于 ma10
sh.600894,close_price 低于 ma10
sz.002846,ma10 低于 ma20
sz.000100,close_price 低于 ma10
sh.603305,close_price 低于 ma10
sh.600136,close_price 低于 ma10
sh.600597,ma10 低于 ma20
sz.300966,ma10 低于 ma20
sz.300525,ma10 低于 ma20
sh.603229,ma10 低于 ma20
sz.002582,ma10 低于 ma20
sz.003012,close_price 低于 ma10
sz.002864,ma10 低于 ma20
sz.001259,ma10 低于 ma20
sh.600267,ma10 低于 ma20
sz.002508,ma10 低于 ma20
sz.000571,close_price 低于 ma10
sz.300647,ma10 低于 ma20
sz.301166,ma10 低于 ma20
sh.603022,ma10 低于 ma20
sh.600228,ma10 低于 ma20
sz.002331,close_price 低于 ma10
sh.600215,close_price 低于 ma10
sz.300514,close_price 低于 ma10
sz.002030,ma10 低于 ma20
sz.002670,close_price 低于 ma10
sh.603815,close_price 低于 ma10
sh.603005,close_price 低于 ma10
sz.002899,ma10 低于 ma20
sz.002214,ma10 低于 ma20
sh.600229,ma10 低于 ma20
sh.603888,close_price 低于 ma10
sz.301287,ma10 低于 ma20
sz.002925,close_price 低于 ma10
sh.600076,close_price 低于 ma10
sz.002984,close_price 低于 ma10
sh.603021,close_price 低于 ma10
sz.002199,close_price 低于 ma10
sz.300482,ma10 低于 ma20
sz.300839,close_price 低于 ma10
sh.688058,close_price 低于 ma10
sh.600838,ma10 低于 ma20
sz.000551,close_price 低于 ma10
sh.600528,close_price 低于 ma10
sz.001227,ma10 低于 ma20
sz.300882,close_price 低于 ma10
sh.603182,ma10 低于 ma20
sh.603578,close_price 低于 ma10
sz.002467,ma10 低于 ma20
sz.002745,ma10 低于 ma20
sh.603321,ma10 低于 ma20
sz.002868,close_price 低于 ma10
sh.605189,close_price 低于 ma10
sz.002626,ma10 低于 ma20
sz.300993,close_price 低于 ma10
sh.600818,ma10 低于 ma20
sz.002521,ma10 低于 ma20
sh.688365,close_price 低于 ma10
sz.000751,close_price 低于 ma10
sz.301558,ma10 低于 ma20
sh.600386,ma10 低于 ma20
sz.002059,ma10 低于 ma20
sz.300614,close_price 低于 ma10
sh.688618,close_price 低于 ma10
sh.605001,ma10 低于 ma20
sz.002243,ma10 低于 ma20
sh.600599,ma10 低于 ma20
sz.002926,close_price 低于 ma10
sz.300027,close_price 低于 ma10
sz.002547,close_price 低于 ma10
sz.301222,ma10 低于 ma20
sz.002115,close_price 低于 ma10
sh.600097,ma10 低于 ma20
sh.603227,close_price 低于 ma10
sh.688686,close_price 低于 ma10
sh.688509,close_price 低于 ma10
sh.688303,close_price 低于 ma10
sz.000720,close_price 低于 ma10
sz.002333,ma10 低于 ma20
sh.603939,ma10 低于 ma20
sz.300691,ma10 低于 ma20
sh.600155,ma10 低于 ma20
sz.300288,ma10 低于 ma20
sh.688528,ma10 低于 ma20
sz.002098,ma10 低于 ma20
sz.002973,ma10 低于 ma20
sh.688219,close_price 低于 ma10
sz.002590,close_price 低于 ma10
sh.600446,close_price 低于 ma10
sh.603725,close_price 低于 ma10
sz.301211,ma10 低于 ma20
sh.688389,ma10 低于 ma20
sz.002534,close_price 低于 ma10
sz.000635,ma10 低于 ma20
sh.600551,ma10 低于 ma20
sz.300884,ma10 低于 ma20
sz.002791,close_price 低于 ma10
sh.605339,close_price 低于 ma10
sz.002172,close_price 低于 ma10
sz.002200,turnover_amount 低于阈值 20000000
sz.301137,close_price 低于 ma10
sh.601059,close_price 低于 ma10
sz.002929,close_price 低于 ma10
sh.603279,close_price 低于 ma10
sz.002688,ma10 低于 ma20
sz.002917,close_price 低于 ma10
sz.300721,close_price 低于 ma10
sh.605108,close_price 低于 ma10
sz.000539,close_price 低于 ma10
sz.301339,ma10 低于 ma20
sz.000898,close_price 低于 ma10
sh.688355,close_price 低于 ma10
sz.300713,close_price 低于 ma10
sz.300832,close_price 低于 ma10
sz.000063,close_price 低于 ma10
sz.002584,ma10 低于 ma20
sh.688223,close_price 低于 ma10
sz.002822,ma10 低于 ma20
sz.001308,ma10 低于 ma20
sh.600048,close_price 低于 ma10
sh.600710,close_price 低于 ma10
sh.605378,ma10 低于 ma20
sz.001217,close_price 低于 ma10
sh.688208,close_price 低于 ma10
sz.301246,ma10 低于 ma20
sz.301119,close_price 低于 ma10
sh.603909,ma10 低于 ma20
sz.002146,ma10 低于 ma20
sh.603230,ma10 低于 ma20
sh.600356,close_price 低于 ma10
sh.603138,close_price 低于 ma10
sz.002819,close_price 低于 ma10
sh.605133,close_price 低于 ma10
sh.600378,close_price 低于 ma10
sz.300788,close_price 低于 ma10
sh.688586,close_price 低于 ma10
sh.601512,ma10 低于 ma20
sz.002024,close_price 低于 ma10
sh.688181,ma10 低于 ma20
sz.000850,close_price 低于 ma10
sh.601008,close_price 低于 ma10
sz.301399,ma10 低于 ma20
sh.688690,ma10 低于 ma20
sh.603051,close_price 低于 ma10
sz.000869,ma10 低于 ma20
sz.002915,ma10 低于 ma20
sh.688311,close_price 低于 ma10
sz.002596,close_price 低于 ma10
sh.600305,ma10 低于 ma20
sz.300351,close_price 低于 ma10
sz.002271,close_price 低于 ma10
sz.301320,ma10 低于 ma20
sz.002276,close_price 低于 ma10
sh.600009,close_price 低于 ma10
sz.301219,close_price 低于 ma10
sz.002726,ma10 低于 ma20
sh.688290,ma10 低于 ma20
sz.300123,close_price 低于 ma10
sz.300851,ma10 低于 ma20
sh.688475,ma10 低于 ma20
sz.300543,ma10 低于 ma20
sh.600322,ma10 低于 ma20
sz.002757,close_price 低于 ma10
sz.300417,close_price 低于 ma10
sz.300221,close_price 低于 ma10
sz.300219,close_price 低于 ma10
sh.603335,ma10 低于 ma20
sh.688233,close_price 低于 ma10
sh.600655,ma10 低于 ma20
sz.301505,close_price 低于 ma10
sz.000411,close_price 低于 ma10
sh.688371,close_price 低于 ma10
sz.301111,close_price 低于 ma10
sz.003009,close_price 低于 ma10
sz.002990,ma10 低于 ma20
sh.600764,close_price 低于 ma10
sz.002956,ma10 低于 ma20
sz.301161,close_price 低于 ma10
sz.002905,ma10 低于 ma20
sz.002815,ma10 低于 ma20
sh.603899,ma10 低于 ma20
sz.000953,ma10 低于 ma20
sh.605277,close_price 低于 ma10
sz.300805,close_price 低于 ma10
sz.301215,close_price 低于 ma10
sh.605567,ma10 低于 ma20
sz.000631,ma10 低于 ma20
sz.002383,close_price 低于 ma10
sz.301100,close_price 低于 ma10
sh.601155,ma10 低于 ma20
sz.301021,close_price 低于 ma10
sh.603399,close_price 低于 ma10
sz.300467,close_price 低于 ma10
sh.603520,ma10 低于 ma20
sh.600606,ma10 低于 ma20
sz.002597,close_price 低于 ma10
sh.600918,ma10 低于 ma20
sh.688506,ma10 低于 ma20
sz.002778,close_price 低于 ma10
sh.605336,ma10 低于 ma20
sz.300996,ma10 低于 ma20
sh.603068,ma10 低于 ma20
sh.600740,close_price 低于 ma10
sz.300078,ma10 低于 ma20
sh.600073,close_price 低于 ma10
sz.300605,close_price 低于 ma10
sz.002691,ma10 低于 ma20
sh.600824,ma10 低于 ma20
sh.600556,close_price 低于 ma10
sz.002057,close_price 低于 ma10
sz.300142,ma10 低于 ma20
sz.003003,ma10 低于 ma20
sz.002437,ma10 低于 ma20
sh.600116,close_price 低于 ma10
sh.603901,close_price 低于 ma10
sz.000608,ma10 低于 ma20
sh.688010,close_price 低于 ma10
sz.301190,close_price 低于 ma10
sz.301519,close_price 低于 ma10
sz.300896,ma10 低于 ma20
sh.688211,ma10 低于 ma20
sh.688582,close_price 低于 ma10
sz.002522,ma10 低于 ma20
sz.301133,ma10 低于 ma20
sh.601515,ma10 低于 ma20
sh.603313,ma10 低于 ma20
sz.000750,close_price 低于 ma10
sh.600448,ma10 低于 ma20
sz.002117,ma10 低于 ma20
sz.000514,ma10 低于 ma20
sz.000786,close_price 低于 ma10
sz.000952,ma10 低于 ma20
sh.603987,ma10 低于 ma20
sh.603700,ma10 低于 ma20
sz.002671,close_price 低于 ma10
sz.301088,close_price 低于 ma10
sz.301127,ma10 低于 ma20
sh.601992,close_price 低于 ma10
sh.600892,ma10 低于 ma20
sz.002700,close_price 低于 ma10
sh.600508,close_price 低于 ma10
sh.601163,close_price 低于 ma10
sh.600648,ma10 低于 ma20
sh.605077,close_price 低于 ma10
sh.603898,ma10 低于 ma20
sh.688536,ma10 低于 ma20
sh.688080,close_price 低于 ma10
sh.688060,ma10 低于 ma20
sz.301336,ma10 低于 ma20
sz.300942,ma10 低于 ma20
sh.603801,ma10 低于 ma20
sh.600828,close_price 低于 ma10
sh.603035,close_price 低于 ma10
sz.300787,ma10 低于 ma20
sh.688162,ma10 低于 ma20
sz.002016,close_price 低于 ma10
sz.300650,ma10 低于 ma20
sh.603043,close_price 低于 ma10
sz.001211,ma10 低于 ma20
sh.600163,close_price 低于 ma10
sz.000605,close_price 低于 ma10
sz.002081,ma10 低于 ma20
sh.600708,close_price 低于 ma10
sz.002913,close_price 低于 ma10
sh.603217,close_price 低于 ma10
sh.603041,ma10 低于 ma20
sh.601108,close_price 低于 ma10
sh.603126,close_price 低于 ma10
sh.688458,close_price 低于 ma10
sh.600293,close_price 低于 ma10
sz.301551,close_price 低于 ma10
sh.600738,ma10 低于 ma20
sz.301016,close_price 低于 ma10
sz.300844,close_price 低于 ma10
sz.301408,close_price 低于 ma10
sh.603065,close_price 低于 ma10
sh.603931,close_price 低于 ma10
sz.300906,close_price 低于 ma10
sh.603408,ma10 低于 ma20
sh.688053,close_price 低于 ma10
sh.603858,ma10 低于 ma20
sz.300220,ma10 低于 ma20
sz.300095,close_price 低于 ma10
sz.002161,ma10 低于 ma20
sz.301116,ma10 低于 ma20
sh.603197,close_price 低于 ma10
sz.301499,close_price 低于 ma10
sz.300711,close_price 低于 ma10
sz.300640,ma10 低于 ma20
sz.002079,close_price 低于 ma10
sh.603165,close_price 低于 ma10
sz.300911,close_price 低于 ma10
sz.301023,close_price 低于 ma10
sz.300854,close_price 低于 ma10
sh.600581,close_price 低于 ma10
sh.600929,close_price 低于 ma10
sz.002530,ma10 低于 ma20
sz.000975,close_price 低于 ma10
sz.000599,close_price 低于 ma10
sh.688277,close_price 低于 ma10
sh.601828,ma10 低于 ma20
sz.300880,close_price 低于 ma10
sz.300737,close_price 低于 ma10
sh.600343,close_price 低于 ma10
sh.600217,close_price 低于 ma10
sh.688236,close_price 低于 ma10
sz.300877,close_price 低于 ma10
sz.001287,ma10 低于 ma20
sz.002672,close_price 低于 ma10
sz.301378,close_price 低于 ma10
sh.605369,ma10 低于 ma20
sz.300732,ma10 低于 ma20
sz.002996,close_price 低于 ma10
sh.603010,ma10 低于 ma20
sh.603341,close_price 低于 ma10
sh.603006,close_price 低于 ma10
sz.003037,close_price 低于 ma10
sh.600939,close_price 低于 ma10
sz.301383,close_price 低于 ma10
sh.603633,close_price 低于 ma10
sh.603221,ma10 低于 ma20
sh.688007,close_price 低于 ma10
sz.301067,close_price 低于 ma10
sz.000017,close_price 低于 ma10
sz.300294,close_price 低于 ma10
sz.300578,close_price 低于 ma10
sh.603390,close_price 低于 ma10
sh.603107,ma10 低于 ma20
sh.603598,close_price 低于 ma10
sh.688265,close_price 低于 ma10
sz.301508,close_price 低于 ma10
sz.000529,ma10 低于 ma20
sz.301376,close_price 低于 ma10
sz.002806,close_price 低于 ma10
sz.002044,close_price 低于 ma10
sz.000948,ma10 低于 ma20
sz.003019,ma10 低于 ma20
sz.000860,ma10 低于 ma20
sz.002662,ma10 低于 ma20
sz.000637,close_price 低于 ma10
sz.300003,ma10 低于 ma20
sh.603348,ma10 低于 ma20
sh.603833,ma10 低于 ma20
sz.300965,close_price 低于 ma10
sz.301103,ma10 低于 ma20
sz.002495,ma10 低于 ma20
sz.300800,ma10 低于 ma20
sz.002090,close_price 低于 ma10
sz.300130,ma10 低于 ma20
sh.600643,close_price 低于 ma10
sz.300250,close_price 低于 ma10
sh.600403,close_price 低于 ma10
sz.301051,close_price 低于 ma10
sz.000813,ma10 低于 ma20
